company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
860,SES,Technology,high,Data science in systems engineering.,1,Data Scientist,Data Scientist,data scientist
861,SESHENG LLC,Retail / E-commerce,high,Data science in retail sector.,1,Data Scientist,Data Scientist,data scientist
862,SHI,Technology,high,IT solutions provider.,1,Operations Analyst,Operations Analyst,operations analyst
863,SOIMEXCS,Technology,high,Data science and analytics roles.,1,Data Scientist,Data Scientist,data scientist
864,SPECTRAFORCE,Technology,high,Data engineering in IT jobs.,1,Data Engineer,Data Engineer,data engineer
865,SPHERIX GLOBAL INSIGHTS US INC,Media / Entertainment,high,Insights role in media sector.,1,Insights Director,Other Data/Analytics Role,market research analyst
866,SPMB,Consulting / Professional Services,medium,Executive search firm in innovation economy.,2,Analyst,Market Research Analyst,market research analyst
867,SS&C,Finance & Insurance,high,Financial services and healthcare technology.,1,Data Analytics Manager,Analytics Manager,analytics manager
868,SSI People,Technology,high,Data analysis in IT jobs.,1,Data Analyst,Business Analyst,data analyst
869,SSN Group LLC,Technology,high,Data analysis in IT jobs.,1,Data Analyst,Data Analyst,data analyst
870,STAND 8,Technology,high,IT solutions provider.,1,Data Analyst,Data Analyst,data analyst
871,"STM Consulting, Inc.",Technology,high,Business intelligence in IT jobs.,9,Business Intelligence Developer,Business Intelligence,business intelligence
872,STS Engineering Solutions,Transportation / Logistics,high,Operations analyst in aircraft material services.,1,Material Operations Analyst,Operations Analyst,operations analyst
873,SUNSHINE ENTERPRISE USA LLC,Government / Public Sector,high,GIS role for government transportation.,5,GIS Architect; Mainframe Application Analyst; Senior GIS Application Developer; GIS Application Developer,Other Data/Analytics Role,database analyst
874,SWI,Media / Entertainment,high,Data science in media industry.,1,Sr. Data Scientist,Data Scientist,data scientist
875,SYSTEM SOFT TECHNOLOGIES LLC,Technology,high,Data engineering in IT jobs.,1,Data Engineer,Data Engineer,data engineer
876,Sabre Systems,Government / Public Sector,high,Database analyst for U.S. Navy.,3,"Database Analyst, Senior with Security Clearance",Database Role,database analyst
877,Sacrum Technologies LLC,Technology,high,Business analyst in IT solutions.,1,Business Analyst,Business Analyst,business analyst
878,Safe-Guard Products International Llc,Technology,high,Product analyst in IT jobs.,1,Product Analyst,Product Analyst,product analyst
879,Saint Luke's,Healthcare,high,Financial reporting in healthcare.,1,Financial Reporting Analyst,Reporting Analyst,reporting analyst
880,Salinas Valley Health,Healthcare,high,Data analytics in healthcare.,1,Data Analytics Manager,Analytics Manager,analytics manager
881,"Samsung Hvac America, Llc",Technology,high,Business analyst in strategic growth.,1,Senior Business Analyst,Business Analyst,market research analyst
882,Sanford Health,Healthcare,high,Financial analyst in healthcare system.,2,Financial Analyst,Financial Analyst,financial analyst
883,Sanofi Group,Healthcare,high,Digital product analyst in healthcare.,3,Digital Product Analyst iCare Exchange; Digital Proxy Product Analyst iCare Exchange; Patient Support Services,Product Analyst; Reporting Analyst,product analyst; reporting analyst
884,Sanrose Information Services Inc.,Technology,high,Database analyst in IT jobs.,1,Database Analyst,Database Role,database analyst
885,Sarah Cannon Research Institute,Healthcare,high,Product analyst in cancer research.,1,Senior Product Analyst,Product Analyst,product analyst
886,Saransh Inc,Technology,high,Data science in IT jobs.,2,Data Scientist; Service Delivery Manager,Data Scientist; Analytics Manager,data scientist; analytics manager
887,Satwic Inc,Technology,high,Business analyst in IT jobs.,1,Business Analyst,Business Analyst,business analyst
888,Schwan's Company,Media / Entertainment,high,Analytics in food industry.,1,Sr Consumer Insights & Analytics Manager,Analytics Manager,analytics manager
889,Scottsbluff Public Schools,Education,high,Database analyst in public schools.,1,Database Analyst,Database Role,database analyst
890,Search Solution Group,Finance & Insurance,high,Financial analyst in accounting.,1,Financial Analyst,Financial Analyst,financial analyst
891,SearchForce,Technology,high,Data analytics in IT jobs.,1,Data Analytics Manager,Analytics Manager,analytics manager
892,SecureVision,Government / Public Sector,high,Database analyst with security clearance.,1,SQL Database Analyst with Security Clearance,Database Role,database analyst
893,Sehlke Consulting Llc,Government / Public Sector,high,Database management for military.,1,Lead Database Management Analyst 1424,Database Role,database analyst
894,Selby Jennings,Finance & Insurance,high,Market research analyst in finance.,1,Equity Fundamental Research Analyst,Market Research Analyst,market research analyst
895,Seneca Resources,Technology,high,Product analyst in IT jobs.,1,product Analyst,Product Analyst,product analyst
896,Senior Care Therapy,Healthcare,high,Financial analyst in healthcare services.,3,Senior Financial Analyst,Financial Analyst,financial analyst
897,Sensiple Inc.,Technology,high,Data analyst in IT solutions.,1,Data Analyst,Data Analyst,data analyst
898,Serco,Government / Public Sector,high,Operations analyst for military.,6,Assistant Operations Analyst; Database Analyst/Architect,Operations Analyst; Database Role,operations analyst; database analyst
899,Serco Inc.,Government / Public Sector,high,Database analyst for military applications.,1,Database Analyst/Architect,Database Role,database analyst
900,Sharp Decisions,Technology,high,Operations analyst in IT jobs.,1,Operations Analyst,Operations Analyst,operations analyst
901,"Shimento, Inc.",Technology,high,IT jobs indicate a technology focus.,1,Business Intelligence Developer,Business Intelligence,business intelligence
902,Siemens,Finance & Insurance,high,Financial Analyst role suggests finance industry.,2,Financial Analyst,Financial Analyst,financial analyst
903,Siemens Energy,Energy / Utilities,high,Focus on financial analysis in energy sector.,2,Financial Analyst,Financial Analyst,financial analyst
904,Simpson Thacher & Bartlett,Consulting / Professional Services,medium,Reporting role in a law firm context.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
905,Sinai Health System,Healthcare,high,Financial analysis in a health system.,1,SENIOR FINANCIAL ANALYST,Financial Analyst,financial analyst
906,"Sincera Technologies, Inc.",Technology,high,Business Analyst role in IT jobs.,1,Business Analyst,Business Analyst,business analyst
907,Siro Clinpharm Pvt Ltd,Healthcare,medium,Data Scientist role in a clinical context.,1,Data Scientist,Data Scientist,data scientist
908,Skanska,Other / Unknown,medium,Analytics in construction management.,1,Project Controls Analytics Manager,Analytics Manager,analytics manager
909,Skillify Solutions,Technology,high,Data Analyst role in IT jobs.,1,Data Analyst,Data Analyst,data analyst
910,Skullcandy,Retail / E-commerce,high,E-commerce analytics indicates retail industry.,1,ECommerce Analytics Manager,Analytics Manager,analytics manager
911,Slide Insurance,Finance & Insurance,medium,Product Analyst in an insurance context.,1,Product Analyst,Product Analyst,product analyst
912,Sligo Software Solutions,Technology,high,Data Engineer role in IT jobs.,1,Data Engineer,Data Engineer,database analyst
913,Smart Synergies,Technology,high,Data Engineering Lead in IT jobs.,1,Data Engineering Lead,Data Engineer,data engineer
914,Smartapp,Technology,high,Product Analyst role in a software company.,1,Product Analyst,Product Analyst,product analyst
915,Snapshot Cat,Other / Unknown,high,Marketing Strategist role indicates marketing industry.,1,Marketing Strategist,Other Data/Analytics Role,market research analyst
916,Snowflake,Technology,high,Product Analyst role in a tech company.,1,Product Analyst,Product Analyst,product analyst
917,Sodexo,Consulting / Professional Services,medium,Market Research Analyst in a consultancy context.,1,Market Research Analyst,Market Research Analyst,market research analyst
918,Softratech LLC,Technology,high,Database role in IT jobs.,1,Oracle,Database Role,database analyst
919,Software Guidance & Assistance,Technology,high,Data Analyst roles in IT jobs.,9,Data Analyst; Business Data Analyst; AI Data Engineer; Big Data Engineer,Data Analyst; Business Analyst; Data Engineer; Operations Analyst,data analyst; data engineer; operations analyst; product analyst
920,"Software Methods, Incorporated",Technology,high,Operations Data Analyst in IT jobs.,1,Operations Data Analyst,Operations Analyst,data analyst
921,"Software Resources, Inc.",Technology,high,Business Analyst role in IT jobs.,1,Business Analyst,Business Analyst,business analyst
922,Soho Square Solutions,Technology,high,Business Analyst role in IT jobs.,1,Business Analyst,Business Analyst,business analyst
923,Solace,Healthcare,medium,Marketing Analytics in healthcare context.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
924,Solar Landscape,Energy / Utilities,high,Analytics in solar energy development.,1,Portfolio Analytics Manager,Analytics Manager,analytics manager
925,Solomons International,Technology,high,Business Analyst role in IT jobs.,1,Business Analyst,Business Analyst,business analyst
926,"Solution Partners, Inc.",Technology,high,Business Analyst role in IT jobs.,1,Business Analyst,Business Analyst,business analyst
927,Sotheby's,Other / Unknown,medium,Art and luxury sales context.,2,Proposal Writer; Senior Proposals Writer & Project Manager,Other Data/Analytics Role,market research analyst
928,Source Code Technologies LLC,Technology,high,Product Analyst role in IT jobs.,1,Product Analyst,Product Analyst,product analyst
929,South Side Healthy Community Organization,Nonprofit,high,Data role in a community organization.,1,Data Infrastructure and Analytics Manager,Analytics Manager,analytics manager
930,Southern Bank And Trust,Finance & Insurance,high,Enterprise Reporting Analyst in banking.,1,Enterprise Reporting Analyst,Reporting Analyst,reporting analyst
931,Southern California Edison,Energy / Utilities,high,Analytics in energy sector.,1,Customer Analytics Manager,Analytics Manager,analytics manager
932,Southern States Toyotalift,Transportation / Logistics,medium,Analytics in material handling.,1,Fleet Analytics Manager,Analytics Manager,analytics manager
933,Southstate Bank,Finance & Insurance,high,CRE Relationship Manager in banking.,1,CRE Relationship Manager I,Other Data/Analytics Role,market research analyst
934,SpaceX,Other / Unknown,high,Data roles in aerospace industry.,2,Data Scientist; Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
935,Spar Information Systems,Technology,high,Data Scientist role in IT jobs.,1,Data Scientist,Data Scientist,data scientist
936,Speak,Other / Unknown,high,Marketing Analytics Manager role indicates marketing.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
937,Speridian Technologies,Technology,high,Business Intelligence Developer in IT jobs.,1,Business Intelligence Developer,Business Intelligence,business intelligence
938,Sriven Systems Inc.,Technology,high,Data Scientist role in IT jobs.,1,Data scientist,Data Scientist,data scientist
939,St. Luke's Health System,Healthcare,high,Cost Report Analyst in health system.,1,Cost Report Analyst,Reporting Analyst,reporting analyst
940,Stagwell Global LLC,Consulting / Professional Services,medium,Market Research Analyst in consultancy.,2,Market Research Analyst- Future Of Film & Series Practice; Market Research Analyst or Sr. Analyst- For Future Consideration,Market Research Analyst,market research analyst
941,Staples,Retail / E-commerce,high,Digital Analytics in retail context.,1,Digital Analytics Manager-Retail Media Network,Analytics Manager,analytics manager
942,State Farm,Finance & Insurance,high,Data Engineer role in insurance.,1,Lead Data Engineer/Data Engineer,Data Engineer,data engineer
943,Steadily,Finance & Insurance,high,Insurance Product Analyst role indicates finance.,1,Insurance Product Analyst,Product Analyst,product analyst
944,SteerBridge,Government / Public Sector,medium,Data Scientist role for government projects.,1,Senior Data Scientist,Data Scientist,data scientist
945,Stefanini,Technology,high,Data roles in IT jobs.,6,Data Scientist; Business Intelligence Engineer; Data Engineer; IT Operations Analyst,Data Scientist; Business Intelligence; Data Engineer; Operations Analyst,data scientist; business intelligence; data engineer; operations analyst
946,Stefanini Group,Healthcare,high,Clinical Data Analyst in healthcare.,1,Clinical Data Analyst,Data Analyst,data analyst
947,Stellantis,Other / Unknown,high,Data roles in automotive industry.,15,Warranty Data Analyst; ICT AI Business Analyst/Data Analyst; ACM Design Data Program Analyst; Senior Data Scientist,Data Scientist; Business Analyst; Other Data/Analytics Role; Data Engineer,data analyst; data scientist; business analyst; data engineer
948,Stellar Consulting Solutions,Consulting / Professional Services,medium,Data Analyst in consulting context.,1,MDM Data Analyst,Data Analyst,data analyst
949,Stellar IT Solutions,Technology,high,Data Analyst roles in IT jobs.,4,Data Analyst; Senior Data Analyst; Business Analyst; Digital Product Analyst III,Data Analyst; Business Intelligence; Product Analyst,data analyst; business analyst; product analyst
950,Stellar Professionals LLC,Finance & Insurance,high,Financial Data Analyst role indicates finance.,2,Financial Data analyst; Business Analyst,Financial Analyst; Business Analyst,data analyst; business analyst
951,Strategic Resources International,Consulting / Professional Services,high,Business analysis indicates consulting services.,1,Business Analyst,Business Analyst,business analyst
952,Strategic Staffing Solutions,Consulting / Professional Services,high,Focus on staffing solutions for various industries.,2,Business Analyst; Server,Business Analyst; Operations Analyst,business analyst; operations analyst
953,Substack,Media / Entertainment,high,Publishing platform for creative content.,1,Product Analyst,Product Analyst,product analyst
954,Sun Harbor Advisors LLC,Consulting / Professional Services,high,Business analysis and stakeholder collaboration.,1,Business Analyst,Business Analyst,business analyst
955,Sungrow,Energy / Utilities,medium,Operations analyst role in energy sector.,1,Operations Analyst,Operations Analyst,operations analyst
956,Sunrise Senior Living,Healthcare,high,Focus on senior living and resident care.,1,People Analytics Manager,Analytics Manager,analytics manager
957,Surya Systems,Consulting / Professional Services,high,Data analysis for various business domains.,1,Data Analyst,Data Analyst,data analyst
958,Sutoer Solutions,Technology,high,Data science role in IT department.,1,Data Scientist,Data Scientist,data scientist
959,Sutton Bank,Finance & Insurance,high,Business analyst role in banking.,1,Business Analyst,Business Analyst,business analyst
960,"Svam International, Inc.",Technology,high,Product analysis in IT sector.,1,"Need Product Analyst_ McLean, VA",Product Analyst,product analyst
961,SwiftX Inc.,Retail / E-commerce,medium,Operations analytics in retail logistics.,1,Operations Analytics Manager,Analytics Manager,analytics manager
962,Swoon,Finance & Insurance,high,Data analyst role in banking.,1,Data Analyst,Data Analyst,data analyst
963,Symbiotic Consulting Group,Consulting / Professional Services,high,Business analyst for technology modernization.,1,Business Analyst,Business Analyst,business analyst
964,"Symbioun Technologies, Inc",Finance & Insurance,high,Data analysis supporting insurance industry.,2,Business Data Analyst,Business Analyst,data analyst
965,SynergisticIT,Consulting / Professional Services,medium,Focus on data analytics for job seekers.,1,Junior Data Analyst/Scientist,Other Data/Analytics Role,data analyst
966,SyntheticFi,Finance & Insurance,high,Operations analyst in financial services.,1,Data Operations Analyst,Operations Analyst,operations analyst
967,"Sysintelli, Inc",Healthcare,high,Business analyst role in healthcare.,1,Business Analyst and HL7,Business Analyst,business analyst
968,"Sysmind, LLC",Technology,high,Product analyst in IT sector.,1,"Job :: Salesforce Product Analyst :: McLean, VA",Product Analyst,product analyst
969,System Edge  L.L.C.,Government / Public Sector,high,Business analyst role for government projects.,1,Business Analyst,Business Analyst,business analyst
970,System One,Government / Public Sector,high,Data scientist role requiring security clearance.,2,AI/ Data Scientist; AWS Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
971,T. Rowe Price,Finance & Insurance,high,Product analyst in financial services.,5,Product Analyst; Equity Product Analyst; Lead Content Manager,Product Analyst; Other Data/Analytics Role,product analyst; database analyst
972,"TAD PGS, Inc.",Government / Public Sector,high,Data analyst role requiring security clearance.,1,Data Analyst,Data Analyst,data analyst
973,TAG - The Aspen Group,Healthcare,high,Retail healthcare business support organization.,1,Sr. Data Scientist,Data Scientist,data scientist
974,TD Bank,Finance & Insurance,high,Operations analyst in financial services.,1,"Operations Analyst, TDS Operations",Operations Analyst,operations analyst
975,TECHNEPTUNE CONSULTING INC,Technology,high,Data scientist role in IT.,1,Senior Data Scientist,Data Scientist,data scientist
976,TEGNA,Media / Entertainment,high,Product analyst in media and news.,1,Product Analyst,Product Analyst,product analyst
977,TEKsystems,Finance & Insurance,high,Operations analyst in financial services.,2,Operations Analyst; Cloud Operations Analyst,Operations Analyst,operations analyst
978,TEKsystems c/o Allegis Group,Finance & Insurance,high,Data analyst role in payments business.,9,Senior Data Analyst; Business Analyst; Data Engineer; Cloud Operations Analyst,Data Analyst; Business Analyst; Data Engineer; Operations Analyst,data analyst; business analyst; data engineer; operations analyst
979,TELUS Digital,Consulting / Professional Services,high,Analytics manager in digital consultancy.,1,Analytics Manager,Analytics Manager,analytics manager
980,TIAA,Finance & Insurance,high,Trading role in financial services.,2,"Director, MBS Trading",Other Data/Analytics Role,market research analyst
981,TJ Consulting Group,Government / Public Sector,high,Database analyst with security clearance.,1,Database Business Analyst,Database Role,database analyst
982,TalTeam,Finance & Insurance,high,Financial analyst in consumer business.,3,Senior Financial Analyst,Financial Analyst,financial analyst
983,Talent Software Services,Technology,high,Data engineer role in IT.,2,Data Engineer; Financial Analyst,Data Engineer; Financial Analyst,data engineer; financial analyst
984,"Talent Software Services, Inc",Technology,high,AI data engineer in IT.,2,AI Data Engineer; Financial Analyst,Data Engineer; Financial Analyst,data engineer; financial analyst
985,Talentrupt,Technology,high,Data scientist role in IT.,1,Data Scientist,Data Scientist,data scientist
986,"Tampa, FL",Other / Unknown,medium,Market research analyst in legal context.,1,Information Governance & Digital Record Analyst,Market Research Analyst,market research analyst
987,Tandym Tech,Healthcare,high,Data analyst role in healthcare network.,3,Senior Data Analyst; Senior Data Scientist; Business Analyst,Data Analyst; Data Scientist; Business Analyst,data analyst; data scientist; business analyst
988,Tanisha Systems,Technology,high,Data engineer role in IT.,1,Data Engineer,Data Engineer,data engineer
989,Tanson Corp,Technology,high,Data management analyst in IT.,1,W2,Other Data/Analytics Role,database analyst
990,Target Hospitality,Hospitality,medium,Market research analyst in hospitality.,1,Resch Alys Market-Sales,Market Research Analyst,market research analyst
991,Tata Consultancy Services,Technology,high,Data engineer role in IT.,1,Senior Data Engineer,Data Engineer,data engineer
992,Tax.com,Finance & Insurance,high,Data engineer role in financial services.,1,"Data Engineer, ERP",Data Engineer,data engineer
993,Taylor Morrison,Finance & Insurance,high,Financial analyst in homebuilding.,1,Financial Analyst,Financial Analyst,financial analyst
994,Tech Consulting,Technology,high,Data scientist role in IT.,1,Data Scientist,Data Scientist,data scientist
995,Tech Mahindra  Inc.,Consulting / Professional Services,high,Business analyst in consulting.,1,Business Analyst,Business Analyst,business analyst
996,Tech Observer,Media / Entertainment,high,Senior data analyst in media.,1,Senior Data Analyst,Data Analyst,data analyst
997,Tech Providers Inc.,Technology,high,Business intelligence analyst in IT.,1,Business Intelligence Analyst 3,Business Intelligence,business intelligence
998,Tech-Marine Business,Government / Public Sector,high,Data management analyst for Navy program.,2,Sr. Data Management Analyst; Jr. Data Management Analyst,Data Analyst,database analyst
999,TechHuman,Technology,high,Lead data engineer in IT.,1,Principal Data Engineer,Data Engineer,data engineer
1000,TechOp Solutions International,Consulting / Professional Services,high,Data reporting analyst in consulting.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
1001,TechYantram Solutions,Technology,high,IT services and data engineering focus.,1,Sr. Data Engineer,Data Engineer,data engineer
1002,Techgene Solutions LLC,Finance & Insurance,high,Analyzing financial data for cloud services.,1,Data Analyst,Data Analyst,data analyst
1003,"TechniPros, LLC",Technology,high,Web data analysis for digital operations.,2,Web Data Analyst; Lead Data Analyst,Data Analyst,data analyst
1004,"Technogen, Inc.",Technology,high,IT services and software development.,1,Data Engineer,Data Engineer,data engineer
1005,Techoundsllc,Technology,high,Overseeing IT and analytics services.,1,Analytics Manager,Analytics Manager,analytics manager
1006,"Techtronic Industries North America, Inc.",Manufacturing,medium,Financial analysis in manufacturing sector.,1,Financial Analyst,Financial Analyst,financial analyst
1007,Tecomet,Healthcare,medium,Commercial analysis in healthcare context.,1,Financial Analyst,Other Data/Analytics Role,financial analyst
1008,TekSynap,Government / Public Sector,medium,Database roles with security clearance.,4,Database Analyst/Programmer with Security Clearance; Database Analyst/Programmer; Junior Database Administrator,Database Role,database analyst
1009,Tekcel8,Technology,high,Data analysis and business intelligence roles.,2,Data Analyst; Business Analyst,Data Analyst; Business Analyst,data analyst; business analyst
1010,TeleSolv Consulting,Government / Public Sector,high,Supporting federal law enforcement agency.,1,Sr. Financial Analyst,Financial Analyst,financial analyst
1011,Teledyne,Technology,high,Advanced technology for industrial markets.,1,Financial Analyst,Financial Analyst,financial analyst
1012,Teleflex,Healthcare,high,Medical technologies and financial analysis.,1,Financial Analyst,Financial Analyst,financial analyst
1013,"TempWorks Software, Inc",Technology,high,Business analysis for software delivery.,1,Business Analyst,Business Analyst,business analyst
1014,Tencent,Media / Entertainment,medium,Market expansion in gaming and technology.,1,"Senior Manager, Strategic & Business Development",Other Data/Analytics Role,market research analyst
1015,TetriQ Solutions LLC,Technology,high,Business intelligence and analytics focus.,1,Business Intelligence/LMS Architect,Business Intelligence,business intelligence
1016,Texas Children's Medical Center,Healthcare,medium,Systems analysis in a medical context.,1,Systems Analyst II,Other Data/Analytics Role,database analyst
1017,Thales,Technology,high,Data protection solutions for digital security.,1,Marketing Operations and Analytics Manager,Analytics Manager,analytics manager
1018,The Alexander Group,Consulting / Professional Services,high,Management consulting for revenue growth.,4,Management Consultant,Other Data/Analytics Role,market research analyst
1019,The Atlantic Group,Finance & Insurance,high,Asset management and financial analysis.,2,Data Engineer; Analytics & Reporting Analyst,Data Engineer; Reporting Analyst,data engineer; reporting analyst
1020,The Avian Consulting LLC,Technology,high,Data engineering and scalable systems.,1,Data Engineer,Data Engineer,data engineer
1021,The Carrera Agency,Technology,high,Data engineering for client projects.,1,Data Engineer,Data Engineer,data engineer
1022,The Columbia Group,Government / Public Sector,high,Technical services for U.S. government.,1,Database Management Analyst,Database Role,database analyst
1023,The Encompass Group,Real Estate,medium,Financial analysis for development firm.,1,Financial Analyst,Financial Analyst,financial analyst
1024,The Goodyear Tire & Rubber Co.,Manufacturing,high,Analytics in manufacturing and commercial functions.,2,Analytics Manager; Database Systems Senior Analyst,Analytics Manager; Database Role,analytics manager; database analyst
1025,The Goodyear Tire & Rubber Company,Manufacturing,high,Analytics in manufacturing and commercial functions.,2,Analytics Manager; Database Systems Senior Analyst,Analytics Manager; Database Role,analytics manager; database analyst
1026,The Hartford,Finance & Insurance,high,Data science in insurance sector.,4,Data Scientist; Senior Product Analyst,Data Scientist; Product Analyst,data scientist; product analyst
1027,"The Mice Groups, Inc.",Technology,high,Business analysis for technology solutions.,1,Business Analyst,Business Analyst,business analyst
1028,The People Placers,Technology,high,Data engineering for infrastructure.,1,Data Engineer,Data Engineer,data engineer
1029,The Planet Group,Consulting / Professional Services,high,Business analysis for fundraising initiatives.,1,Business Analyst,Business Analyst,business analyst
1030,The Select Group,Technology,high,Data analysis for marketing campaigns.,1,Data Analyst,Other Data/Analytics Role,data analyst
1031,The University of Utah,Education,high,Data analysis for university reporting.,5,Data; Financial Reporting Analysts,Other Data/Analytics Role; Financial Analyst; Reporting Analyst,analytics manager; reporting analyst
1032,The Walt Disney Company,Media / Entertainment,high,Data analytics for news coverage.,1,"Data Analytics Manager, Polling & Elections",Analytics Manager,analytics manager
1033,Thermo Fisher Scientific,Healthcare,high,Data analysis in scientific context.,2,Sr. Data Analyst; Business Intelligence & Analytics Manager,Data Analyst; Business Intelligence,data analyst; analytics manager
1034,ThermoFisher Scientific,Healthcare,high,Business intelligence in scientific field.,2,Business Intelligence & Analytics Manager; Financial Analyst III,Analytics Manager; Financial Analyst,analytics manager; market research analyst
1035,Tidal Financial Group,Finance & Insurance,high,Financial reporting for SEC filings.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
1036,Timothy Jon & Associates,Real Estate,medium,Market research in commercial real estate.,1,Market Research Analyst- Real Estate,Market Research Analyst,market research analyst
1037,Topsort,Technology,high,Product analysis in tech industry.,1,Product Analyst,Product Analyst,product analyst
1038,Toyota Motor North America,Manufacturing,high,Product analysis in automotive sector.,1,Senior Technical Product Analyst- Developer Portal,Product Analyst,product analyst
1039,Tradewind Aviation,Transportation / Logistics,high,Finance analysis in aviation industry.,1,Finance Data Analyst,Financial Analyst,data analyst
1040,Trane Technologies,Manufacturing,high,Data analysis for climate solutions.,2,Senior Data Analyst; Senior Product Analyst,Data Analyst; Product Analyst,data analyst; product analyst
1041,Trans Union LLC,Finance & Insurance,high,Data analysis in financial services.,3,Senior Data Analyst; Senior Data Scientist; Lead Data Scientist,Data Analyst; Data Scientist,data analyst; data scientist
1042,Trellance LLC,Technology,high,Analytics for financial institutions.,1,Rise Analytics,Analytics Manager,analytics manager
1043,TriCom Technical Services,Technology,high,Business analysis for IT solutions.,1,Business Analyst,Business Analyst,business analyst
1044,TriOptus,Healthcare,high,Data engineering for healthcare initiatives.,1,Data Engineer,Data Engineer,data engineer
1045,Tria Federal,Technology,high,Business intelligence in IT services.,2,Business Intelligence Developer; Product Analyst with Security Clearance,Business Intelligence; Product Analyst,business intelligence; product analyst
1046,TriosysIT Inc.,Technology,high,Business analysis for integration systems.,2,Business Analyst,Business Analyst,business analyst
1047,TrueHire Staffing LLC,Technology,high,Data analysis in IT services.,1,Data Analyst,Data Analyst,data analyst
1048,Turner & Townsend,Consulting / Professional Services,high,Financial analysis in professional services.,1,Financial Analyst,Financial Analyst,financial analyst
1049,Twenty-Nine Palms Band Of Mission Indians,Nonprofit,medium,Database marketing for community initiatives.,1,Sr Marketing Database Analyst,Database Role,database analyst
1050,Two Six Technologies,Technology,high,Database development for innovative products.,2,Geospatial Analyst/Database Developer with Security Clearance; Geospatial Analyst/Database Developer,Database Role,database analyst
1051,Two95 International Inc.,Consulting / Professional Services,medium,Focus on analytics in marketing.,1,Email Campaign Analytics Manager,Analytics Manager,analytics manager
1052,U.S. Bank,Finance & Insurance,high,Banking and financial services roles.,7,Financial Data Scientist; Financial Analyst; Global Custody Operations Analyst; Trust Reporting Analyst,Data Scientist; Financial Analyst; Operations Analyst; Reporting Analyst,data scientist; financial analyst; operations analyst; reporting analyst
1053,UNC Health Care,Healthcare,high,Healthcare organization focused on well-being.,1,Business Intelligence Analyst,Business Intelligence,business intelligence
1054,US Main,Other / Unknown,low,General business analysis role.,2,Business Analyst,Business Analyst,business analyst
1055,US Tech Solutions,Consulting / Professional Services,medium,Analytics in marketing and finance.,6,Incremental Marketing Measurement/Campaign Analytics Manager; Data Center Infrastructure Supply Planning Analytics Manager; Senior Financial Analyst; Operations Analyst,Analytics Manager; Financial Analyst; Operations Analyst; Reporting Analyst,analytics manager; financial analyst; operations analyst; reporting analyst
1056,"US Tech Solutions, Inc.",Consulting / Professional Services,medium,Data analysis across various sectors.,5,Data Analyst; HR Data Analyst; Commercial Data Analyst; Financial Analyst III,Data Analyst; Business Analyst; Financial Analyst; Operations Analyst,data analyst; financial analyst; operations analyst
1057,USA Today Network,Media / Entertainment,high,Marketing roles in media organization.,1,Brand Marketing Manager,Other Data/Analytics Role,market research analyst
1058,Ubertal Inc,Healthcare,medium,Supports public health initiatives.,1,Data Quality Analyst,Database Role,database analyst
1059,Uline,Retail / E-commerce,high,Pricing strategy in retail.,1,Pricing Analytics Manager,Analytics Manager,analytics manager
1060,"Unify Technologies, Inc.",Consulting / Professional Services,medium,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
1061,Unikon IT,Technology,high,Data science in tech product development.,1,Senior Data Scientist,Data Scientist,data scientist
1062,Unique System Skills LLC,Technology,high,IT-focused reporting and analytics.,1,Report Analyst,Reporting Analyst,reporting analyst
1063,"Unissant, Inc.",Government / Public Sector,high,Supports government health agencies.,1,AI Data Scientist,Data Scientist,data scientist
1064,Unisys,Technology,high,Data science for economic analysis.,2,Sr. Data Scientist; AWS Data Engineer,Data Scientist; Data Engineer,data scientist; data engineer
1065,United Soccer League,Education,high,Focus on soccer education and community.,181,Business Intelligence UWEP Internship,Business Intelligence,business intelligence
1066,University of Idaho,Education,high,University role in student financial aid.,1,Information Reporting Analyst,Reporting Analyst,reporting analyst
1067,University of Maryland,Healthcare,high,Healthcare data analysis role.,1,Data Analyst,Data Analyst,database analyst
1068,University of Mississippi Medical Center,Healthcare,high,Healthcare productivity analysis.,1,Productivity Analyst,Product Analyst,product analyst
1069,University of North Texas System,Education,high,University finance and reporting.,1,Reporting Analyst,Reporting Analyst,reporting analyst
1070,University of Southern California,Education,high,University role in neuroimaging research.,1,Database Analyst I,Database Role,database analyst
1071,Upside,Technology,medium,Analytics in commerce technology.,1,Merchant Analytics Manager,Analytics Manager,analytics manager
1072,"Ursus, Inc.",Consulting / Professional Services,medium,Digital operations in marketing.,1,Digital Operations Analyst,Operations Analyst,operations analyst
1073,"Utilities Service, LLC",Energy / Utilities,high,Financial analysis in utility services.,2,Financial Analyst,Other Data/Analytics Role,financial analyst
1074,"V-Soft Consulting Group, Inc",Technology,high,Data analysis in IT consulting.,3,CW-Data Analyst; Data Analyst 3; Business Analyst,Data Analyst; Business Analyst,data analyst; business analyst
